Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
SNNPR,Wheat,2017-05-11,101.6,34.2,17.6,0.103,35.8,2526.5,67.13,51.04,1971.9,0.96,Belg
Amhara,Maize,2019-10-16,81.8,25.1,27.4,0.794,31.9,2573.6,32.75,75.91,1373.0,1.7,Meher
Oromia,Sesame,2023-06-20,48.2,31.2,46.5,0.829,36.3,2083.8,87.3,77.09,1527.9,0.59,Meher
Tigray,Coffee,2020-11-19,71.9,26.6,46.2,0.395,31.1,3114.3,30.02,89.16,1713.4,1.13,Bega
Gambella,Wheat,2022-06-03,29.7,28.3,42.9,0.639,26.9,974.8,36.81,18.59,3317.5,1.04,Meher
SNNPR,Sorghum,2018-09-17,194.9,28.7,48.2,0.256,32.7,2919.7,55.7,76.62,4295.1,1.84,Meher
Benishangul-Gumuz,Sesame,2024-01-04,110.9,18.0,30.8,0.185,38.1,900.4,58.93,74.78,2170.6,1.94,Bega
Oromia,Coffee,2020-09-16,114.6,20.0,46.0,0.562,37.8,3053.7,23.54,81.08,1808.9,1.74,Meher
Amhara,Barley,2016-06-19,173.5,25.0,26.2,0.274,35.7,3137.2,62.57,11.19,675.0,0.88,Meher
Amhara,Teff,2024-07-21,62.2,25.6,45.7,0.635,32.0,1326.2,71.65,34.73,4725.3,0.6,Meher
Amhara,Sorghum,2024-02-16,65.0,23.1,36.1,0.26,46.3,3290.5,2.23,50.99,417.7,1.55,Bega
Tigray,Coffee,2023-08-04,56.3,22.5,10.4,0.707,25.8,2650.0,97.6,79.93,851.8,1.15,Meher
Tigray,Maize,2020-06-29,98.0,26.4,37.6,0.2,35.5,2666.7,92.85,99.39,474.2,0.94,Meher
Amhara,Teff,2019-07-10,60.2,21.8,29.3,0.355,31.2,1548.1,8.48,77.43,107.6,1.19,Meher
Somali,Wheat,2022-01-16,8.2,26.0,12.2,0.594,21.3,2873.4,67.56,10.57,3120.8,1.68,Bega
SNNPR,Teff,2024-09-04,61.9,23.7,26.7,0.614,35.6,2511.5,92.04,75.41,3168.7,0.67,Meher
SNNPR,Sesame,2020-07-12,34.4,23.7,44.8,0.525,27.9,1250.4,2.42,91.33,1597.1,0.54,Meher
SNNPR,Coffee,2022-01-20,88.9,27.4,16.4,0.629,20.6,1743.2,40.25,59.55,752.2,1.24,Bega
Somali,Sorghum,2018-04-11,39.0,23.1,12.0,0.188,23.5,2806.6,26.68,93.23,4792.7,0.97,Belg
Benishangul-Gumuz,Sorghum,2020-06-30,34.2,28.4,43.8,0.494,32.2,2121.4,3.33,89.84,1059.1,1.28,Meher
Oromia,Sesame,2020-03-01,29.2,22.7,43.7,0.127,32.4,3421.8,96.24,56.5,1264.6,1.91,Belg
Amhara,Sesame,2023-08-30,56.7,18.6,20.1,0.158,22.9,2780.0,92.77,42.87,3134.7,0.99,Meher
Oromia,Barley,2017-10-06,106.5,30.8,23.8,0.242,21.6,3737.7,65.92,11.07,568.7,1.16,Meher
Amhara,Wheat,2015-01-28,268.6,24.4,30.4,0.883,28.5,1954.7,60.56,93.59,1224.7,1.72,Bega
Oromia,Teff,2020-07-11,113.4,24.3,48.4,0.794,25.1,2082.9,83.1,44.2,3889.7,0.61,Meher
Benishangul-Gumuz,Barley,2019-05-30,65.3,16.1,16.4,0.165,23.1,1055.8,66.2,68.54,1204.6,1.42,Belg
Tigray,Barley,2022-02-11,141.6,23.3,17.0,0.893,35.1,3583.9,77.78,34.43,3615.5,0.86,Bega
Tigray,Sorghum,2023-04-15,62.7,23.1,33.1,0.496,21.3,3164.9,52.84,55.85,4022.0,1.73,Belg
Oromia,Barley,2020-07-05,49.7,23.0,11.3,0.798,24.0,2189.1,34.34,55.5,2337.8,1.84,Meher
Tigray,Wheat,2024-05-18,124.8,24.3,30.0,0.686,19.7,1525.5,27.46,27.4,3200.6,1.83,Belg
Tigray,Coffee,2017-10-26,30.1,22.5,11.9,0.541,33.0,2479.1,90.63,59.42,3110.7,1.42,Meher
SNNPR,Sorghum,2021-01-18,74.3,22.2,31.6,0.334,30.3,1347.8,59.4,81.74,2396.1,1.96,Bega
Oromia,Teff,2020-04-26,53.4,28.0,26.4,0.861,33.4,1089.0,8.26,71.84,2161.8,1.66,Belg
Tigray,Sesame,2015-04-16,59.5,16.4,18.6,0.535,26.9,2451.0,27.05,27.01,1238.9,1.92,Belg
SNNPR,Barley,2022-10-28,276.6,23.5,45.8,0.185,37.8,1977.1,24.53,55.98,4510.5,0.68,Meher
Gambella,Sorghum,2017-01-17,27.7,27.7,14.1,0.619,28.2,3766.7,21.82,18.62,3043.8,1.46,Bega
Benishangul-Gumuz,Maize,2022-01-27,96.4,20.8,42.3,0.783,38.6,1413.2,26.47,19.4,3624.1,0.79,Bega
Benishangul-Gumuz,Wheat,2020-03-09,12.6,26.6,28.6,0.696,27.1,1447.6,86.81,87.79,1985.6,1.15,Belg
Amhara,Sesame,2019-12-29,165.6,31.0,31.3,0.563,26.5,2215.9,86.94,73.37,2763.4,1.52,Bega
Oromia,Wheat,2020-01-29,80.3,18.9,12.2,0.728,24.8,2405.4,13.75,91.55,372.0,1.39,Bega
Amhara,Sesame,2022-02-27,50.7,21.1,12.3,0.8,35.1,642.0,71.05,78.59,3789.5,1.51,Bega
SNNPR,Sorghum,2019-04-05,15.5,17.6,47.7,0.154,31.3,3109.8,67.89,69.1,2641.1,0.65,Belg
Amhara,Sesame,2024-11-28,28.3,24.5,11.2,0.169,17.4,2331.4,56.3,88.43,2173.9,0.89,Bega
Benishangul-Gumuz,Coffee,2021-04-02,47.9,23.9,39.9,0.566,14.9,1032.8,0.61,49.81,2841.8,1.74,Belg
Amhara,Sesame,2017-01-31,104.0,21.4,48.8,0.534,21.2,2071.5,3.87,63.97,2476.9,1.11,Bega
SNNPR,Maize,2015-01-29,114.9,14.7,10.9,0.413,38.8,3690.7,64.65,44.55,4505.1,1.17,Bega
SNNPR,Wheat,2019-10-20,121.7,18.1,36.3,0.651,12.9,3442.0,82.61,32.75,681.0,1.09,Meher
Benishangul-Gumuz,Maize,2016-10-26,287.6,19.7,39.4,0.873,29.7,2092.5,32.34,40.55,1198.0,1.69,Meher
Gambella,Sorghum,2023-02-24,12.9,31.3,48.1,0.679,33.4,4126.5,7.57,69.85,4268.8,0.55,Bega
Oromia,Teff,2018-03-27,85.2,25.7,28.0,0.632,31.3,3133.8,89.09,56.54,1966.3,0.78,Belg
Somali,Teff,2018-04-14,62.7,23.4,29.7,0.642,35.8,1755.2,67.37,18.79,1159.5,0.55,Belg
Amhara,Barley,2019-02-22,48.6,30.5,15.9,0.533,21.6,3115.9,52.79,56.96,1310.3,2.0,Bega
Benishangul-Gumuz,Sesame,2016-05-15,70.2,23.0,44.2,0.574,31.2,2510.9,56.51,31.3,158.3,0.79,Belg
Benishangul-Gumuz,Coffee,2023-10-20,65.5,39.4,46.3,0.834,26.8,3850.6,22.3,62.27,3702.2,0.87,Meher
SNNPR,Sesame,2019-12-09,42.9,25.1,19.7,0.77,30.3,3818.2,12.04,21.21,1999.0,1.6,Bega
Gambella,Wheat,2016-01-20,190.6,22.7,13.3,0.268,12.5,3061.6,72.68,84.35,4597.2,1.73,Bega
Gambella,Barley,2024-07-04,80.0,29.6,21.6,0.199,36.8,2179.2,11.52,44.54,1685.0,0.95,Meher
Somali,Coffee,2023-07-31,17.0,28.1,42.7,0.279,13.8,3689.8,83.49,33.02,363.6,1.75,Meher
Gambella,Sorghum,2022-03-20,157.3,25.4,39.0,0.223,27.6,3266.9,89.81,15.89,3884.3,0.85,Belg
Tigray,Teff,2021-03-22,25.1,19.8,47.4,0.782,25.2,3333.6,43.27,78.69,4507.1,1.63,Belg
Benishangul-Gumuz,Coffee,2019-04-23,70.8,25.0,30.4,0.399,26.2,3061.7,77.97,88.19,551.6,1.21,Belg
Gambella,Sorghum,2024-05-15,145.9,25.2,41.7,0.719,17.5,533.7,40.89,73.02,3036.1,1.58,Belg
Tigray,Barley,2019-11-12,347.8,27.4,14.7,0.674,39.2,2354.9,90.18,44.95,2321.8,1.79,Bega
Tigray,Sorghum,2022-04-11,40.2,24.9,26.4,0.283,22.4,2735.2,24.65,86.52,680.6,1.51,Belg
Tigray,Wheat,2023-04-01,23.8,25.7,47.3,0.13,25.8,2335.5,72.19,70.44,298.2,1.25,Belg
Amhara,Wheat,2023-04-14,279.7,20.8,39.5,0.784,20.4,3437.9,58.09,14.5,1210.3,1.35,Belg
Benishangul-Gumuz,Barley,2024-09-06,147.1,29.7,35.8,0.445,44.4,2642.5,21.14,37.18,4611.3,1.22,Meher
Tigray,Wheat,2015-01-18,107.3,21.0,20.3,0.843,33.5,2484.0,17.75,17.94,1357.4,1.43,Bega
SNNPR,Teff,2019-08-08,190.0,22.0,36.1,0.751,20.8,3101.1,89.52,46.05,889.3,0.92,Meher
Somali,Barley,2015-09-20,15.2,25.2,12.6,0.647,29.5,3465.7,12.58,65.52,1304.9,1.76,Meher
Gambella,Sesame,2015-09-13,215.2,26.9,46.6,0.526,36.8,2693.6,25.16,61.84,938.0,1.45,Meher
Oromia,Wheat,2024-07-21,49.9,21.3,30.8,0.678,30.6,3256.7,19.41,48.87,1996.8,0.69,Meher
Somali,Coffee,2017-08-09,65.4,30.9,19.6,0.141,34.0,3267.5,47.58,88.04,2818.8,0.75,Meher
Amhara,Barley,2018-06-11,45.3,21.6,38.6,0.811,37.2,2468.3,8.55,31.51,3661.3,1.8,Meher
Benishangul-Gumuz,Sorghum,2020-03-23,80.8,25.4,47.3,0.222,25.9,3390.8,64.35,66.02,1734.8,1.8,Belg
Amhara,Sorghum,2015-04-18,25.7,30.2,36.1,0.264,33.5,3334.7,44.86,97.95,3233.8,1.0,Belg
Gambella,Maize,2017-12-14,36.6,24.8,28.9,0.449,27.8,1650.2,37.79,59.66,495.2,0.99,Bega
Gambella,Sesame,2023-09-03,16.1,20.9,28.9,0.73,21.7,2013.4,74.64,31.35,2116.8,1.95,Meher
Tigray,Barley,2019-01-31,77.8,25.2,25.8,0.61,24.4,3495.3,87.27,94.89,1076.5,1.59,Bega
Somali,Barley,2023-05-29,75.5,22.3,25.6,0.65,27.0,1513.5,92.95,67.8,4899.5,1.7,Belg
Somali,Sesame,2017-11-11,179.6,23.0,34.9,0.49,33.8,2300.1,13.76,87.61,3738.1,0.65,Bega
Benishangul-Gumuz,Sesame,2018-09-17,68.7,31.1,29.7,0.243,34.2,3547.6,56.84,61.88,3082.9,1.39,Meher
SNNPR,Maize,2020-02-20,108.6,29.1,13.8,0.883,26.5,2318.5,98.55,13.54,1013.3,1.45,Bega
Benishangul-Gumuz,Sesame,2018-01-23,72.3,24.5,26.3,0.14,31.6,890.2,64.71,22.33,3990.3,1.63,Bega
Gambella,Sesame,2016-08-22,65.1,30.6,28.3,0.272,43.5,2738.9,12.59,47.97,723.9,0.78,Meher
Amhara,Sesame,2018-03-16,62.4,20.8,11.1,0.127,40.9,3292.4,58.61,32.22,3736.2,0.59,Belg
Oromia,Barley,2018-10-10,177.6,24.9,31.2,0.768,22.3,1956.6,20.15,55.13,1930.6,1.96,Meher
SNNPR,Sorghum,2015-11-30,82.1,21.7,10.3,0.459,31.1,2438.8,50.72,79.33,4066.7,0.73,Bega
Benishangul-Gumuz,Wheat,2016-07-19,27.3,31.6,44.4,0.834,36.6,1770.1,47.57,50.66,1228.4,1.25,Meher
SNNPR,Coffee,2017-07-09,27.3,27.8,39.0,0.88,34.9,2282.8,84.78,78.75,950.1,1.23,Meher
Amhara,Wheat,2022-01-27,116.6,22.9,30.5,0.568,24.0,2235.9,10.72,56.07,768.3,1.14,Bega
Gambella,Sesame,2020-04-16,135.5,23.4,23.8,0.524,19.5,2199.7,24.87,20.03,3817.5,0.68,Belg
SNNPR,Wheat,2017-03-23,184.9,17.9,41.6,0.394,32.3,2544.8,69.55,38.92,3316.0,1.01,Belg
SNNPR,Sorghum,2015-10-17,25.6,22.1,47.3,0.898,30.9,1104.7,9.19,91.48,723.7,1.1,Meher
SNNPR,Barley,2021-10-27,98.1,27.6,41.3,0.313,27.2,2528.8,0.58,30.74,2599.7,0.7,Meher
SNNPR,Wheat,2023-03-16,43.1,26.5,37.7,0.521,28.3,1004.6,91.25,70.5,2617.0,1.26,Belg
Amhara,Teff,2016-10-23,204.0,33.5,28.5,0.472,30.2,3549.6,28.41,30.56,2726.3,1.84,Meher
Benishangul-Gumuz,Sorghum,2015-01-31,60.7,26.7,17.5,0.204,24.2,1628.1,28.09,48.02,1772.6,1.4,Bega
Somali,Barley,2021-06-01,40.7,17.0,36.3,0.14,26.7,2073.0,40.61,63.28,3522.0,1.49,Meher
Amhara,Maize,2024-02-23,91.7,31.5,36.9,0.802,30.2,2002.6,74.78,29.12,3490.8,1.05,Bega
Gambella,Maize,2018-12-13,118.9,28.0,27.3,0.164,27.4,359.3,65.51,85.15,2631.7,1.89,Bega
Benishangul-Gumuz,Barley,2018-07-06,40.1,31.8,21.9,0.214,26.4,2730.2,63.71,62.85,4552.5,1.18,Meher
Gambella,Sorghum,2021-07-01,40.2,27.2,31.1,0.744,28.6,2638.5,52.81,16.77,4243.3,1.57,Meher
SNNPR,Maize,2015-04-25,44.2,23.9,28.6,0.237,23.1,2507.9,0.97,45.12,3187.5,1.38,Belg
Benishangul-Gumuz,Sorghum,2018-11-21,241.1,34.3,24.9,0.418,29.2,2668.2,16.56,22.23,235.5,0.59,Bega
Somali,Sesame,2021-06-05,59.8,36.8,42.1,0.551,23.6,2857.3,21.54,97.42,1618.1,0.96,Meher
Oromia,Sorghum,2020-06-29,104.8,23.0,32.8,0.764,34.8,1908.5,17.64,74.32,2883.3,0.52,Meher
Tigray,Wheat,2019-04-10,177.8,16.4,25.2,0.381,25.5,4010.1,99.64,13.1,2059.7,0.77,Belg
Amhara,Sorghum,2017-04-21,128.4,28.6,44.7,0.208,35.4,3240.2,28.29,75.17,1583.6,1.13,Belg
Gambella,Wheat,2018-07-28,159.4,30.1,30.4,0.206,29.7,2619.2,95.84,66.78,2403.1,0.64,Meher
Oromia,Wheat,2023-02-10,142.5,32.1,26.1,0.597,13.8,1349.0,52.49,34.98,3878.7,1.48,Bega
Somali,Coffee,2024-11-04,34.4,21.5,12.9,0.779,44.1,2304.0,60.31,35.77,522.1,1.43,Bega
SNNPR,Teff,2022-03-23,61.1,29.1,32.8,0.816,37.7,3412.7,24.5,91.57,3472.0,1.23,Belg
Tigray,Barley,2016-06-13,19.2,28.3,40.8,0.613,30.6,1900.9,35.65,92.37,3117.2,1.52,Meher
Amhara,Barley,2022-03-07,19.7,22.9,13.7,0.182,42.3,2906.2,88.19,11.0,2570.6,0.94,Belg
SNNPR,Sorghum,2023-03-31,12.4,22.4,47.4,0.528,20.2,2904.7,64.83,18.46,3474.1,1.54,Belg
SNNPR,Barley,2019-02-06,82.4,26.9,14.9,0.248,28.5,3371.9,70.73,92.5,893.4,0.97,Bega
Oromia,Teff,2017-10-04,24.2,20.5,43.9,0.618,37.5,2393.9,24.94,44.83,4037.3,1.48,Meher
Amhara,Sorghum,2024-04-06,79.6,16.0,44.5,0.272,31.1,212.2,62.53,96.73,1870.0,0.95,Belg
Oromia,Sorghum,2020-05-05,96.9,29.5,14.8,0.247,30.3,2209.1,14.49,48.84,1363.1,1.11,Belg
Oromia,Barley,2023-05-02,90.6,24.0,33.4,0.703,27.4,3345.8,71.05,15.86,194.3,1.02,Belg
Oromia,Coffee,2019-04-19,225.9,32.7,40.2,0.577,15.6,2289.6,28.01,15.05,941.9,1.22,Belg
Amhara,Sorghum,2024-10-07,148.1,28.7,18.9,0.481,31.3,1692.9,6.59,90.77,1145.1,1.16,Meher
Gambella,Sorghum,2019-04-12,70.1,26.9,15.8,0.726,33.8,1710.8,63.78,27.7,147.3,1.33,Belg
Tigray,Teff,2019-01-04,10.4,25.7,13.7,0.838,23.7,2704.2,95.36,10.8,2289.5,1.87,Bega
Somali,Sorghum,2022-08-17,69.2,30.8,47.0,0.627,25.4,3114.7,8.3,21.47,864.0,1.78,Meher
Tigray,Sesame,2020-05-28,82.2,28.1,35.3,0.704,25.1,3538.6,83.87,53.47,1973.2,0.55,Belg
Tigray,Barley,2022-08-19,107.4,21.9,24.4,0.376,44.3,2446.2,87.98,12.98,3398.0,0.77,Meher
Benishangul-Gumuz,Teff,2017-08-14,133.6,30.9,10.4,0.701,20.7,3144.3,81.06,59.66,318.6,1.5,Meher
Tigray,Coffee,2022-03-11,49.7,24.0,36.1,0.418,23.6,2963.1,62.2,20.36,1266.1,0.99,Belg
Gambella,Wheat,2024-09-26,90.6,33.7,23.8,0.261,33.6,2604.1,50.35,45.97,98.2,1.03,Meher
Benishangul-Gumuz,Coffee,2024-04-03,169.5,24.3,20.8,0.601,34.5,1898.3,95.48,86.68,116.6,0.63,Belg
Tigray,Sesame,2018-12-19,87.1,32.8,16.7,0.276,24.9,2379.3,90.92,85.25,1380.7,0.63,Bega
Somali,Wheat,2020-05-08,131.0,33.0,25.5,0.172,18.8,3542.4,78.73,98.4,1577.2,0.94,Belg
Benishangul-Gumuz,Wheat,2015-02-23,373.1,33.0,30.8,0.868,27.6,3967.1,67.21,24.53,1326.6,1.05,Bega
Amhara,Sorghum,2017-10-22,35.7,19.9,29.2,0.128,25.5,2602.1,94.98,76.65,1958.8,0.98,Meher
SNNPR,Sesame,2023-07-15,106.7,14.2,37.7,0.623,36.3,2686.0,43.99,14.75,2952.3,0.63,Meher
Amhara,Barley,2022-11-03,57.2,26.0,49.4,0.546,25.9,2178.5,64.29,14.65,4109.5,1.24,Bega
Oromia,Teff,2020-08-12,55.4,18.1,42.9,0.19,29.5,3329.9,67.75,60.47,443.0,0.56,Meher
Benishangul-Gumuz,Coffee,2019-01-16,168.0,22.2,37.0,0.338,36.0,4055.8,25.23,50.2,2254.0,1.79,Bega
Amhara,Coffee,2018-12-10,53.5,28.3,17.0,0.3,41.5,4568.2,78.05,67.7,1338.1,1.24,Bega
Amhara,Teff,2020-08-28,67.9,17.3,22.9,0.408,34.5,3281.3,70.75,94.18,1841.0,1.11,Meher
Somali,Sesame,2016-04-05,52.5,26.4,21.4,0.31,44.4,2273.4,75.29,58.24,2744.6,0.57,Belg
Somali,Maize,2020-06-20,94.1,28.4,34.6,0.665,35.5,1700.4,77.51,43.17,3184.0,0.65,Meher
Benishangul-Gumuz,Barley,2023-09-23,12.1,26.2,11.1,0.682,29.3,2918.7,2.19,98.28,230.0,1.51,Meher
Tigray,Maize,2021-12-11,21.1,22.5,28.2,0.548,30.4,370.7,11.25,89.13,2456.9,0.89,Bega
SNNPR,Coffee,2017-01-13,14.6,26.0,33.3,0.425,38.6,3403.0,83.61,28.78,4300.1,0.68,Bega
Oromia,Barley,2024-01-16,182.3,24.6,25.1,0.675,33.3,3179.1,51.75,65.34,1989.0,0.6,Bega
Somali,Coffee,2024-07-31,33.5,24.4,26.9,0.453,29.7,3496.0,73.46,76.19,2225.4,1.14,Meher
Tigray,Coffee,2016-05-03,225.0,30.6,10.1,0.659,34.2,2483.6,60.58,19.97,2624.5,1.79,Belg
Tigray,Barley,2016-08-31,259.3,27.2,41.7,0.725,36.7,2756.3,44.56,64.91,2839.0,1.28,Meher
Gambella,Sorghum,2015-05-27,67.4,25.8,39.0,0.534,28.3,2756.3,9.27,30.31,3352.7,1.17,Belg
Amhara,Sorghum,2019-03-10,243.5,26.3,32.7,0.766,24.6,1524.1,18.48,98.41,3730.4,1.13,Belg
Amhara,Sorghum,2024-05-12,182.2,21.8,20.8,0.286,24.6,499.3,21.76,68.5,2315.0,1.97,Belg
Somali,Sesame,2024-12-12,112.2,21.5,28.1,0.186,34.3,2613.2,1.93,73.45,4637.9,0.79,Bega
Amhara,Maize,2018-06-18,23.9,33.8,31.0,0.846,24.7,4022.3,91.65,62.76,2002.8,1.86,Meher
Benishangul-Gumuz,Wheat,2018-12-14,66.0,22.4,42.4,0.123,26.2,2917.8,85.19,76.22,4149.9,0.55,Bega
Oromia,Wheat,2019-11-28,98.3,22.3,18.2,0.426,32.7,2166.7,95.27,36.02,4643.1,1.07,Bega
Somali,Barley,2018-05-20,124.1,24.1,41.1,0.508,25.1,2069.7,90.76,22.29,1902.7,1.39,Belg
Tigray,Sesame,2020-11-30,74.3,27.3,33.9,0.785,34.1,2185.8,80.09,84.35,3584.9,1.64,Bega
Oromia,Teff,2023-08-01,204.1,33.9,17.8,0.671,21.1,2528.9,58.08,89.07,1448.2,1.18,Meher
Tigray,Sesame,2024-09-07,152.3,26.8,29.3,0.337,27.8,3157.0,90.8,22.12,2256.5,1.31,Meher
SNNPR,Coffee,2015-08-23,94.2,14.0,40.0,0.265,21.4,1861.4,45.74,36.35,4817.6,1.8,Meher
Tigray,Sorghum,2019-08-24,132.8,25.0,14.1,0.322,36.5,3267.7,83.42,83.01,1550.2,1.51,Meher
Tigray,Barley,2023-11-22,278.9,27.8,13.5,0.287,28.4,3426.7,75.58,63.57,2682.1,1.14,Bega
Tigray,Maize,2017-05-31,33.9,24.0,38.1,0.676,25.4,3317.1,82.36,69.29,4047.2,1.34,Belg
Gambella,Barley,2016-04-15,41.0,29.7,15.4,0.788,32.9,1945.4,73.12,33.22,740.4,1.8,Belg
Amhara,Teff,2019-04-22,35.0,27.2,22.3,0.863,23.1,3614.1,3.29,84.31,2311.6,0.62,Belg
Amhara,Sorghum,2016-06-28,136.1,26.0,11.4,0.79,35.3,2304.9,38.65,91.9,676.8,1.61,Meher
Oromia,Teff,2016-05-22,89.3,16.5,20.7,0.817,40.2,3398.8,75.5,69.21,3117.3,1.8,Belg
Gambella,Maize,2021-02-05,69.1,24.0,10.7,0.511,35.1,3321.5,1.89,10.74,2046.8,1.23,Bega
Gambella,Teff,2021-06-24,89.1,30.4,27.9,0.482,30.6,2246.7,41.69,88.84,4922.5,0.61,Meher
Tigray,Coffee,2023-05-22,9.8,28.2,49.0,0.425,24.3,3079.0,34.87,31.59,3887.3,1.51,Belg
Somali,Teff,2018-10-19,89.4,24.1,31.9,0.674,20.0,2758.2,28.76,35.88,870.5,1.03,Meher
Gambella,Maize,2022-04-16,95.3,22.3,41.5,0.317,34.9,2793.0,49.77,93.16,1412.8,0.85,Belg
Oromia,Barley,2017-04-21,58.3,19.2,16.5,0.235,22.4,2052.4,8.89,64.83,2310.3,0.86,Belg
Gambella,Barley,2018-01-16,109.9,20.2,43.3,0.488,21.5,1827.7,11.79,65.29,2588.0,0.92,Bega
Somali,Coffee,2016-06-21,89.3,29.4,48.2,0.132,34.8,4164.6,58.43,96.75,4389.1,1.93,Meher
Tigray,Barley,2022-01-02,148.0,19.8,36.6,0.867,30.3,2995.0,75.29,21.99,1796.3,1.71,Bega
Tigray,Barley,2023-08-13,70.4,31.7,16.0,0.721,33.9,2695.2,78.79,53.82,627.1,1.08,Meher
Gambella,Maize,2024-02-19,73.4,24.3,17.6,0.555,31.1,828.2,88.33,46.89,3394.2,1.8,Bega
Amhara,Wheat,2016-12-18,43.9,29.6,34.8,0.835,33.6,2400.4,31.62,41.74,4695.5,1.64,Bega
Somali,Sorghum,2019-04-20,71.4,25.7,16.4,0.801,15.5,1865.2,95.76,81.76,1491.7,1.69,Belg
Gambella,Maize,2021-06-13,40.1,26.2,12.9,0.67,29.9,2222.2,38.91,95.5,3052.6,1.38,Meher
Tigray,Coffee,2015-05-20,24.5,28.0,47.0,0.293,37.6,1349.8,84.78,67.17,3410.0,1.58,Belg
Amhara,Wheat,2020-07-26,46.5,18.4,36.2,0.255,37.8,2456.6,79.49,58.94,511.5,1.8,Meher
Somali,Maize,2015-09-26,12.8,23.4,16.1,0.312,21.9,3161.3,58.85,85.68,1655.7,1.76,Meher
SNNPR,Barley,2018-07-19,79.6,27.1,30.1,0.717,30.1,1504.0,13.59,19.88,4501.3,1.52,Meher
Gambella,Sorghum,2024-02-04,75.5,23.8,19.9,0.664,30.1,2969.1,96.78,90.7,1525.0,1.52,Bega
Amhara,Wheat,2015-05-23,61.1,20.0,27.9,0.355,32.1,2373.5,98.63,98.37,3646.4,0.61,Belg
SNNPR,Sorghum,2015-11-27,43.0,23.1,22.3,0.47,21.7,1510.8,20.07,64.44,4576.5,1.62,Bega
Amhara,Sorghum,2022-07-06,274.1,30.9,36.7,0.523,34.5,4446.6,66.89,66.13,4782.5,0.67,Meher
Oromia,Sesame,2022-10-09,68.0,21.7,20.3,0.557,32.2,2478.7,88.45,41.85,1665.6,1.67,Meher
Amhara,Wheat,2017-06-01,43.3,23.2,42.9,0.427,36.7,2293.8,58.23,60.09,1078.2,1.5,Meher
Amhara,Wheat,2019-10-06,40.8,30.3,22.2,0.635,35.1,3204.9,31.98,40.11,1849.8,0.89,Meher
Tigray,Sorghum,2022-07-28,9.8,18.2,45.3,0.299,33.7,2668.6,93.32,46.7,2942.8,1.51,Meher
Benishangul-Gumuz,Wheat,2017-09-14,74.5,23.0,37.9,0.688,32.2,1977.0,32.28,14.91,2765.6,1.57,Meher
Amhara,Coffee,2016-10-19,74.8,23.7,46.6,0.518,22.2,2963.6,62.92,65.27,1526.3,0.86,Meher
Gambella,Sorghum,2020-07-01,96.8,25.9,19.3,0.23,21.1,2719.6,53.61,35.73,4800.4,1.56,Meher
Gambella,Teff,2022-10-28,23.6,20.0,18.6,0.538,34.9,1803.2,79.4,91.79,3299.5,0.8,Meher
Oromia,Sorghum,2021-03-14,50.3,23.4,46.0,0.325,34.5,2564.2,17.4,99.37,992.5,1.92,Belg
Somali,Maize,2016-05-21,69.5,31.0,44.9,0.173,32.4,2702.6,31.57,71.22,4735.5,1.68,Belg
Somali,Maize,2020-05-31,163.1,24.6,13.8,0.259,33.3,3456.3,32.24,37.15,4812.5,0.67,Belg
Benishangul-Gumuz,Sesame,2024-09-16,46.0,19.1,37.2,0.722,24.4,2353.5,76.23,12.37,3627.3,1.7,Meher
Amhara,Maize,2022-05-27,113.5,24.6,31.5,0.64,28.2,2078.7,80.75,43.11,1415.3,0.77,Belg
Oromia,Sorghum,2023-07-16,280.7,22.3,45.4,0.569,26.4,4071.9,6.23,85.28,2771.8,1.54,Meher
Somali,Coffee,2022-12-21,107.6,17.1,49.1,0.651,35.7,3296.7,80.65,68.26,3169.1,1.29,Bega
Somali,Teff,2020-05-24,180.0,25.8,22.0,0.791,24.3,2044.3,97.79,55.85,2011.6,1.45,Belg
Oromia,Coffee,2020-11-14,62.9,29.1,42.3,0.508,35.5,2541.9,10.99,36.26,4636.2,1.97,Bega
Somali,Maize,2023-08-26,32.8,29.1,11.1,0.198,41.6,1773.0,88.2,56.9,800.7,1.15,Meher
Tigray,Teff,2024-01-24,189.0,18.3,30.8,0.31,24.5,2684.9,54.5,51.26,1044.3,1.72,Bega
SNNPR,Teff,2015-02-24,138.0,27.6,20.7,0.751,16.8,1830.5,4.12,74.47,656.7,1.77,Bega
Somali,Barley,2021-10-09,114.2,23.2,38.8,0.421,37.0,2514.9,53.16,86.89,933.4,1.24,Meher
Somali,Barley,2017-01-16,199.8,24.5,27.9,0.138,45.1,2106.1,39.03,42.87,938.9,1.89,Bega
Gambella,Wheat,2015-07-10,136.3,30.4,46.6,0.344,28.5,672.5,53.31,22.33,2545.2,1.67,Meher
Tigray,Wheat,2017-01-14,44.9,27.5,47.2,0.747,33.2,968.9,91.69,73.38,2773.0,1.98,Bega
Benishangul-Gumuz,Sorghum,2019-06-14,151.3,19.7,29.3,0.661,22.4,1463.9,25.97,27.91,357.3,0.56,Meher
Benishangul-Gumuz,Barley,2024-03-22,39.2,26.5,48.1,0.474,28.4,1240.3,40.13,45.78,3037.2,1.32,Belg
Amhara,Sorghum,2020-12-04,140.6,27.6,37.8,0.869,33.9,3238.6,45.3,11.42,3079.7,1.74,Bega
